"tv_id";"episode_id";"name";"description"
1;194;"The Opening Night Excitation";"Leonard, Howard and Raj have to decide who will take their extra Star Wars movie ticket, while Sheldon plans something special for Amy's birthday."
1;195;"The Sales Call Sublimation";"Penny gets more than she bargained for when Leonard agrees to meet with a psychiatrist on her behalf to make a sale. Meanwhile, Sheldon and Raj collaborate on an astronomical discovery, and Howard and Bernadette's happiness is short-lived after Stuart moves out."
1;196;"The Empathy Optimization";"After being forced to deal with a sick Sheldon, the rest of the gang try to treat themselves to a Sheldon-free weekend."
1;197;"The Meemaw Materialization";"Sheldon is thrilled when his Meemaw comes to visit, but his excitement quickly fades when she butts heads with Amy. Meanwhile, Raj meets a girl at the comic book store who makes him question his relationship with Emily."
1;198;"The Valentino Submergence";"Sheldon and Amy host a Valentine's Day episode of ""Fun with Flags"""""
1;199;"The Positive Negative Reaction";"Bernadette reveals her pregnancy to Howard and the rest of the gang."
1;200;"The Celebration Experimentation";"The gang convince Sheldon to celebrate his birthday and throw him a party."
1;201;"The Application Deterioration";"Leonard, Sheldon, and Howard run into problems when they file for a patent for their infinite persistence gyroscope. Meanwhile, the girls give Raj dating advice when Emily reaches out to him after their breakup."
1;202;"The Solder Excursion Diversion";"Amy is shocked at a revelation from Sheldon after she buys him a new laptop. Meanwhile, Raj sells out Leonard and Howard after they lie to their wives in order to attend an early screening of a movie."
1;203;"The Big Bear Precipitation";"Secrets are revealed when Amy and Sheldon join Penny and Leonard on a weekend cabin trip. Raj is more excited about Howard's and Bernadette's impending parenthood than they are."
1;204;"The Viewing Party Combustion";"The gang pick sides when a small argument between Leonard and Sheldon erupts into a heated fight during a ""Game of Thrones"""" viewing party."""
1;205;"The Fermentation Bifurcation";"Sheldon and Bernadette spend the evening together while the rest of the gang go to a wine tasting party, but things get uncomfortable for Raj when Penny's ex-boyfriend Zack shows up and takes an interest in Claire."
1;206;"The Line Substitution Solution";"Sheldon hires Stuart to spend the day with Amy when he would rather go to the movies. Meanwhile, Penny struggles to make a connection with Leonard's mother when she comes to visit."
1;207;"The Convergence Convergence";"Leonard and Penny try to have a wedding ceremony that everyone can attend, but it creates serious conflict among Sheldon's mother and Leonard's divorced parents. Meanwhile, Howard and Raj become convinced the government is out to get them."
1;208;"The Conjugal Conjecture";"As Leonard and Penny attempt to hold another wedding ceremony everyone can attend, they have to deal with Penny's family arriving and Leonard's father spending the night with Sheldon's mother."
1;209;"The Military Miniaturization";"Howard is visited by an Air Force colonel regarding his invention. Penny accidentally lets it slip about Bernadette's pregnancy to their co-workers."
1;210;"The Dependence Transcendence";"Bernadette confesses to Raj that she isn't sure if she's ready to be a mother, Penny accompanies Amy to a university mixer, and Sheldon goes to unusual extremes to assist Howard with his military project."
1;211;"The Cohabitation Experimentation";"When Amy must vacate her apartment for repairs, living arrangements are made with Leonard, Sheldon, and Penny. Howard and Bernadette don't want to know the sex of their baby, but Raj finds out."
1;212;"The Hot Tub Contamination";"Sheldon and Amy go through a period of adjustment with their new living arrangement. Howard and Bernadette are forced to vacation at home when she falls ill and keep it a secret, unaware Raj and Stuart planned to use their hot tub."
1;213;"The Fetal Kick Catalyst";"Sheldon and Amy host a brunch. Penny is surprised by her popularity when her movie, ""Serial Ape-Ist"""" is featured at a Van Nuys comic book convention. Howard starts to freak out about parenthood after feeling the baby kick for the first time."""
1;214;"The Veracity Elasticity";"Amy doesn't tell Sheldon her apartment has been repaired. Leonard finds out Penny is slowly moving all of his collectible toys into storage."
1;215;"The Brain Bowl Incubation";"A successful gene experimentation leaves Sheldon excited to procreate with Amy, and he pulls out all stops to get her on board. Meanwhile, Raj takes an interest in the cleaning lady at the university."
1;216;"The Geology Elevation";"Sheldon can't contain his jealousy when Bert wins a grant for his geology research. A distasteful toy built by Howard faces judgement from the gang."
1;217;"The Property Division Collision";"Dividing up their possessions becomes an all-out war between Leonard and Sheldon. Stuart asks to live with Howard and Bernadette and tries to supplant Raj's efforts to help with the new baby."
1;218;"The Birthday Synchronicity";"Amy's desire to have an intimate night with Sheldon on her birthday is interrupted by Bernadette going into labor."
1;219;"The Holiday Summation";"After spending the holidays apart, the gang get together to hear about Sheldon's and Amy's trip to Texas, Leonard's and Penny's Christmas tree adventure, and Howard's and Bernadette's first days as parents."
1;220;"The Romance Recalibration";"Leonard and Penny ask for Sheldon's and Amy's help on putting the romance back in their marriage. Howard and Raj go to extreme lengths to stop the floor in Halley's bedroom from making noise."
1;221;"The Emotion Detection Automation";"Penny wants to help her brother get a job with her company. Sheldon learns of a machine that will help him understand human emotions. Raj reunites some of his old girlfriends to figure out why he is still single."
1;222;"The Locomotion Reverberation";"Leonard and Howard's attempt to keep Sheldon away from their Air Force project by sending him on a train trip backfires. Penny and Amy take Bernadette for her first night out since having the baby."
1;223;"The Allowance Evaporation";"Sheldon and Amy have their first fight since moving in together. Meanwhile Raj is shocked at the reality of financial independence when he stops receiving support from his father."
1;224;"The Comic-Con Conundrum";"The guys' annual trip to Comic Con is in doubt when Raj can't afford to go."
1;225;"The Escape Hatch Identification";"When the gang offer places for Raj to live, it creates unexpected conflict among everyone."
1;226;"The Collaboration Fluctuation";"Leonard, Penny and Raj adjust to their new living arrangements; Sheldon expresses an interest in Amy's work."
1;227;"The Recollection Dissipation";"Sheldon reaches his limit when he works on projects with Leonard, Howard and Amy in one day. Bernadette has doubts about leaving Halley when she goes back to work."
1;228;"The Separation Agitation";"Howard and Bernadette have a hard time leaving Halley in daycare when Bernadette returns to work. Bert introduces the gang to his new girlfriend."
1;229;"The Cognition Regeneration";"Leonard is less than thrilled when Penny considers accepting a job offer from her ex-boyfriend, Zack. Sheldon worries that he hasn't reached his full potential soon enough."
1;230;"The Gyroscopic Collapse";"After celebrating the completion of the top-secret Air Force project, Leonard, Sheldon and Howard get an unwelcome surprise; Amy receives an offer for a summer position at Princeton as a visiting researcher."
1;231;"The Long Distance Dissonance";"The gang become concerned when Sheldon's former admirer, Ramona Nowitzki, resurfaces while Amy is away at Princeton."
1;232;"The Proposal Proposal";"Amy has trouble deciding whether or not she should marry Sheldon. Meanwhile, Bernadette confides in Penny when she finds out some huge news."
1;233;"The Retraction Reaction";"Leonard angers the University and the Physics Community when he gives an embarrassing radio interview. Bernadette and Amy compare their successes at work."
1;234;"The Relaxation Integration";"Sheldon and Amy struggle with picking a wedding date. Meanwhile, Stuart and Raj fight over one of Bernadette's co-workers for a date."
1;235;"The Explosion Implosion";"Howard and Bernadette are disappointed when they find out the sex of the baby. Leonard is annoyed when his mother befriends Penny."
1;236;"The Collaboration Contamination";"Amy and Howard work in the lab together causing Sheldon, Bernadette and Raj to feel jealous and lonely. Penny starts using a parenting book to control Sheldon's behavior."
1;237;"The Proton Regeneration";"Sheldon and Wil Wheaton both go head-to-head for the role of the new Professor Proton, Meanwhile Penny takes care of Halley when Bernadette and Howard are on bed rest."
1;238;"The Geology Methodology";"When Bert asks Sheldon to collaborate on a project with him, Sheldon becomes worried about others finding out because he thinks geology is beneath him. Raj seeks advice after reconnecting with Ruchi."
1;239;"The Tesla Recoil";"Howard and Leonard become upset after they discover that Sheldon has been working with the military without telling them; Bernadette asks Raj to investigate her suspicions that Ruchi is attempting to take her job away from her."
1;240;"The Bitcoin Entanglement";"Sheldon tries to teach the other guys a lesson after they cut him out of a potentially valuable Bitcoin investment seven years ago."
1;241;"The Confidence Erosion";"Sheldon and Amy try to eliminate stress from wedding planning by applying math to the process. Raj and Howard come to blows when Raj begins to feel like Howard hurts his confidence."
1;242;"The Celebration Reverberation";"Raj and Howard's feud continues as the gang plan Halley's first birthday party. Sheldon's surprise for Amy's birthday goes awry when they get food poisoning."
1;243;"The Matrimonial Metric";"Sheldon and Amy pick their best-man and maid of honor by experimenting on the gang. Meanwhile, Leonard's self-confidence is still badly damaged after reading his brother's Christmas letter."
1;244;"The Solo Oscillation";"Sheldon kicks Amy out of the apartment to work solo, and she and Leonard end up bonding during a series of science experiments; Howard is replaced by Bert in Footprints on the Moon."
1;245;"The Separation Triangulation";"Raj meets a girl at the Planetarium, but soon after finds out she is married. Sheldon rents out his old room to use for his work."
1;246;"The Novelization Correlation";"Leonard's book raises questions, and Amy guest stars on the new Professor Proton show."
1;247;"The Neonatal Nomenclature";"When Bernadette won't go into labor, the gang try different tactics to get things started. Also, Wolowitz confronts Bernadette after Amy accidentally reveals she's already chosen their son's name."
1;248;"The Athenaeum Allocation";"Leonard jumps through hoops to help secure the perfect wedding venue for Sheldon and Amy. Also, Bernadette and Wolowitz have a hard time deciding who should stay at home with the kids and who should go back to work."
1;249;"The Gates Excitation";"Leonard, Howard and Raj try to meet Bill Gates, who's meeting with Penny to merge their companies; Sheldon thinks he's the victim of an April Fool's prank."
1;250;"The Tenant Disassociation";"Leonard runs against Sheldon to be president of the tenants association; Wolowitz and Koothrappali find a drone in the backyard."
1;251;"The Reclusive Potential";"Sheldon takes the guys to a cabin in the middle of nowhere to meet a reclusive scientist; Penny and Bernadette improvise Amy's bachelorette party."
1;252;"The Comet Polarization";"Sheldon's comic book store experience changes when writer Neil Gaiman puts Stuart's store on the map; friendships are threatened when Koothrappali takes credit for Penny's astronomical discovery."
1;253;"The Monetary Insufficiency";"Sheldon goes to Vegas to win money for science. Also, Penny and Bernadette take Amy wedding dress shopping, but her terrible choice entangles them in a web of lies."
1;254;"The Sibling Realignment";"Sheldon and Leonard make a road trip to wrangle a reluctant wedding guest."
1;255;"The Bow Tie Asymmetry";"When Amy's parents and Sheldon's family arrive, everybody is focused to make sure all wedding arrangements go according to plan - everyone except the bride and groom."
1;256;"The Conjugal Configuration";"After their wedding, Amy and Sheldon go on their honeymoon."
1;257;"The Wedding Gift Wormhole";"Leonard and Penny give Sheldon and Amy a baffling wedding gift."
1;258;"The Procreation Calculation";"The Wolowitzes' life gets complicated when Stuart starts bringing his new girlfriend home. Also, Penny and Leonard talk about starting a family while Koothrappali explores an arranged marriage."
1;259;"The Tam Turbulence";"Sheldon won't tell anyone why he's never mentioned Tam, his childhood best friend, so Leonard takes matters into his own hands. Also, Bernadette and Penny take out Raj's fiance, Anu, for dinner to get the skinny on her."
1;260;"The Planetarium Collision";"Amy doesn't have time to work with Sheldon on super asymmetry, so he goes to great lengths to ensure she's available. Koothrappali doesn't want Wolowitz to join him in hosting a show at the planetarium."
1;261;"The Imitation Perturbation";"When Wolowitz dresses up as Sheldon for Halloween, Sheldon seeks retaliation at Leonard and Penny's Halloween party. Also, Leonard is shocked that Penny doesn't remember their first kiss."
1;262;"The Grant Allocation Derivation";"Leonard is caught between a rock and a hard place when he's responsible for distributing extra grant money. Also, Bernadette turns the backyard playhouse into a hideaway from her husband and kids."
1;263;"The Consummation Deviation";"Sheldon tries to bond with Amy's father, but when Wolowitz lures Mr. Fowler away with magic tricks, Sheldon has no choice but to bond with Mrs. Fowler. Also, Koothrappali and Anu try to get physical for the first time."
1;264;"The Citation Negation";"Sheldon and Amy are devastated after learning from a Russian paper that super asymmetry has already been theorized and disproved. Bernadette wants to beat Howard in a popular video game."
1;265;"The VCR Illumination";"A VHS tape from Sheldon's past inspires him and Amy not to give up when they're still feeling down about their theory being disproven. Bernadette turns into a pageant mom when she tries to help Howard with his Magic Castle audition."
1;266;"The Paintball Scattering";"Penny and Leonard organize a paintball game, which results in mayhem when Sheldon becomes jealous of Amy. Raj catches Anu with her ex-boyfriend. Stuart doesn't want to move in with Denise."
1;267;"The Propagation Proposition";"Penny's ex-boyfriend Zack learns that he is infertile, so he asks Leonard for help; Koothrappali attempts to mend things with his ex-fiancee Anu."
1;268;"The Confirmation Polarization";"Sheldon and Amy are thrilled when their super asymmetry theory is proven by two physicists, until they try to kick Amy off the Nobel nomination. Bernadette gets one of her drugs approved and wants a reluctant Penny to head the sales team."
1;269;"The Meteorite Manifestation";"Sheldon is thrilled to help Bernadette and Howard navigate bureaucracy concerning a neighbor's non-compliant balcony until he learns they too have ignored codes. Leonard is disappointed when his friends are uninterested in his new laser."
1;270;"The Donation Oscillation";"Penny tries to throw a wrench into Leonard's plan to be a sperm donor for her ex-boyfriend; Wolowitz, Bernadette, Anu and Koothrappali turn Koothrappali's canceled bachelor party into a couple's trip aboard the ""vomit comet."""""""
1;271;"The D & D Vortex";"The gang finds out Wil Wheaton hosts a celebrity Dungeons and Dragons game involving William Shatner, Joe Manganiello, Kareem Abdul-Jabbar and Kevin Smith. Deception and betrayal are the path to make it to the one open seat."
1;272;"The Conference Valuation";"Bernadette and Penny travel to San Diego for a pharmaceutical sales convention. Back home, Amy and the guys experiment on the Wolowitz children when Sheldon finds a book on it."
1;273;"The Laureate Accumulation";"Rivals Pemberton and Campbell charm America on a publicity tour so Sheldon and Amy try to win over Nobel laureates Kip Thorne, George Smoot and Frances Arnold. Halley's fear of the dark causes opportunity and conflict at the Wolowitz home."
1;274;"The Inspiration Deprivation";"Contemplating what it would mean to all women if she were to win a Nobel Prize causes Amy to have a meltdown. Koothrappali and Wolowitz try to relive the good old days after Wolowitz buys a scooter that looks like the one he had years ago."
1;275;"The Decision Reverberation";"Koothrappali is worried people won't take him seriously in his own field after publishing a paper that suggests he may have discovered alien life. Leonard wants to be the principal investigator on a plasma physics study."
1;276;"The Plagiarism Schism";"Kripke has proof that Dr. Pemberton plagiarized his thesis in college, and Sheldon and Amy aren't sure if they should turn him in. Wolowitz learns that Bernadette wasn't the only waitress at the Cheesecake Factory who had a crush on him."
1;277;"The Maternal Conclusion";"Leonard is pleasantly surprised when Beverly comes to visit and she's genuinely kind to him, until he finds out the real reason she's there. Also, Denise and Stuart overstay their welcome at the Wolowitz house."
1;278;"The Change Constant";"Sheldon and Amy await big news."
1;279;"The Stockholm Syndrome";"Bernadette and Wolowitz leave their kids for the first time; Penny and Leonard try to keep a secret; Sheldon and Amy stick together; and Koothrappali makes a new friend, as the gang travels together into an uncharted future."
2;280;"Pilot";"Diagnosed with terminal lung cancer, chemistry teacher Walter White teams up with former student Jesse Pinkman to cook and sell crystal meth."
2;281;"Cat's in the Bag...";"After their first drug deal goes terribly wrong, Walt and Jesse are forced to deal with a corpse and a prisoner. Meanwhile, Skyler grows suspicious of Walt's activities."
2;282;"...And the Bag's in the River";"Walt and Jesse clean up after the bathtub incident before Walt decides what course of action to take with their prisoner Krazy-8."
2;283;"Cancer Man";"Walt tells the rest of his family about his cancer. Jesse tries to make amends with his own parents."
2;284;"Gray Matter";"Walt rejects everyone who tries to help him with the cancer. Jesse tries his best to create Walt's meth, with the help of an old friend."
2;285;"Crazy Handful of Nothin'";"With the side effects and cost of his treatment mounting, Walt demands that Jesse finds a wholesaler to buy their drugs - which lands him in trouble."
2;286;"A No-Rough-Stuff-Type Deal";"Walt and Jesse try to up their game by making more of the crystal every week for Tuco. Unfortunately, some of the ingredients they need are not easy to find. Meanwhile, Skyler realizes that her sister is a shoplifter."
2;287;"Seven Thirty-Seven";"Walt and Jesse realize how dire their situation is. They must come up with a plan to kill Tuco before Tuco kills them first."
2;288;"Grilled";"Walt's disappearance is met with investigation by both his wife and Hank, as Tuco Salamanca intends to leave town with his kidnapped cooks."
2;289;"Bit by a Dead Bee";"Walt and Jesse try to come up with alibis for their disappearances."
2;290;"Down";"Skyler keeps mysteriously leaving without talking to Walt. Jesse's parents throw him out of his own house."
2;291;"Breakage";"Walt and Jesse decide to start their own little empire with the help of Jesse's friends: Skinny Pete, Combo, and Badger. Meanwhile, Hank tries to pull himself together after his encounter with Tuco."
2;292;"Peekaboo";"After Skinny Pete gets ripped off, Walt makes Jesse go get the money. Meanwhile, Walt's cover story on how Elliott and Gretchen are paying for his medical treatment is on the verge of collapsing."
2;293;"Negro y Azul";"Rumor is spreading that Jesse killed the man that ripped Skinny Pete off. Walt uses this to his advantage on expanding their territory. Meanwhile, Hank has been promoted to the El Paso office. But it's not all he hoped it would be."
2;294;"Better Call Saul";"Badger is caught by the DEA. Walt and Jesse hire the best criminal lawyer in town, Saul Goodman."
2;295;"4 Days Out";"Walt and Jesse become stranded out in the middle of the desert after cooking more crystal."
2;296;"Over";"Walt's cancer has greatly improved. Time to celebrate. Meanwhile Jesse tries to meet his new girlfriend's father."
2;297;"Mandala";"Walt and Jesse's little empire begins to crumble. Saul tries to set them up with a mysterious distributor."
2;298;"Phoenix";"Walt and Skyler have a baby girl. Now that Jesse is hooked on heroin, Walt refuses to give him his money until he gets clean. Meanwhile, as an excuse for his money, Walt decides to donate the money to himself through his son's new website."
2;299;"ABQ";"Walt's lies have pushed Skyler to her limit. She leaves with the kids. Meanwhile, Jesse blames himself for Jane's death and goes into rehab."
2;300;"No Mas";"Skyler goes through with her plans to divorce Walt. Jesse finishes rehab."
2;301;"Caballo sin Nombre";"Walter, Jr. is having a rough time accepting his parents' separation. Jesse buys his old house from his parents. Meanwhile, two mysterious men have come into town looking for Walt."
2;302;"I.F.T.";"Walt has moved back into the house without Skyler's consent. Now she can't get him out. Meanwhile, Jesse continues to cope with Jane's death."
2;303;"Green Light";"Walt's world crumbles even more after finding out that Skyler is cheating on him. Jesse tries to set up a meeting with Gus to try and sell his own version of the blue meth. Meanwhile, Hank is growing obsessed with finding Heisenberg."
2;304;"Mas";"Gus tries to get Walt back in the business by offering him three million dollars and a brand new lab. Jesse is furious that Walt received half of the money for his blue meth. Hank tries to track down the RV meth lab."
2;305;"Sunset";"Heisenberg's organized and practical assistant Gale greatly aids his work in Gus's lab. Hank finally tracks the RV back to Jesse, as a concerned Walt finds any way to erase the evidence."
2;306;"One Minute";"Jesse ends up in the hospital after getting beaten up by Hank. Now he is threatening to press charges against the DEA. To stop him, Walt decides to bring Jesse on as his partner, once again."
2;307;"I See You";"Hank ends up in the hospital after being attacked by Tuco's cousins. Walt spends too much time by his family's side when he should be cooking meth."
2;308;"Kafkaesque";"Skyler hatches a plan as Hank's hospital bills stack up. Meanwhile, Walt and Gus come to a better understanding as Jesse, looking for more independence, pursues a new opportunity."
2;309;"Fly";"There is a fly loose in the lab. Walt and Jesse must do whatever they can to kill it before it contaminates the meth."
2;310;"Abiquiu";"Skyler gets more involved in Walt's business, much to his chagrin, as Hank struggles with his recovery. Meanwhile, Jesse takes an active role in his new enterprise, leading him to a startling discovery."
2;311;"Half Measures";"Against Walt's advice, Jesse lashes out. Fearing for Jesse's safety, Walt takes drastic action to intervene. Meanwhile a tragic event leads to a shocking confrontation."
2;312;"Full Measure";"Jesse has disappeared and Walt is in big trouble with Gus. So Gus rehires Gale to learn from Walt's cooking so that they can dispose of Walt once and for all."
2;313;"Box Cutter";"Walt and Jesse are held captive for Gus, after Gale's death. Meanwhile, Skyler tries to find out what happened to Walt."
2;314;"Thirty-Eight Snub";"Walt attempts to form a new alliance as he plans his next move. Meanwhile Skyler pushes Walt towards a business opportunity, in hopes of protecting the family."
2;315;"Open House";"While Walt worries about Gus's interference and Jesse's increasingly fragile state of mind, Skyler steps up the pressure to get what she wants."
2;316;"Bullet Points";"As Skyler concocts an elaborate story to explain the Whites' finances, a worried Walt discovers that Hank has begun a new investigation."
2;317;"Shotgun";"Jesse rides shotgun with Mike on a perilous run of pickups, prompting Walt to worry that his partner is about to be killed."
2;318;"Cornered";"Skyler adopts an aloof approach when she suspects that Walt isn't telling her the truth. Meanwhile, Jesse proves his worth to Mike and Gus."
2;319;"Problem Dog";"Skyler looks to continue her family's trend of appearing poverty-stricken by forcing Walt to return the car he bought. A concerned Walt chauffeurs Hank to Los Pollos Hermanos, and the articulate yet immobile DEA agent collects prints."
2;320;"Hermanos";"When Hank produces evidence that Gus is Albuquerque's crystal meth kingpin, Walt worries that he and Jesse will be killed to protect their boss."
2;321;"Bug";"While Walt tries to subvert Hank's probe into the Albuquerque meth scene, a deadly warning forces Gus to consider a deal with the cartel."
2;322;"Salud";"Jesse, Gus, and Mike fly down to Mexico, and Jesse cooks the blue meth for the cartel. Walt misses his son's 16th birthday after his fight with Jesse."
2;323;"Crawl Space";"Hank asks Walt to drive him to the laundry where the meth lab is hidden. Ted still won't pay the IRS so Skyler asks Saul for help, and Saul sends in his A-Team. Gus and Jesse return from Mexico, and Walt fears he is in trouble with Gus."
2;324;"End Times";"The DEA is putting Hank and his family in protective custody; however, Walt refuses and awaits his fate in his house. Meanwhile, Brock has fallen terribly ill and Jesse suspects Walt may be behind it."
2;325;"Face Off";"Jesse is brought to the FBI for questioning on his knowledge of ricin. In a last effort to kill Gus, Walt must ask for help from an old enemy."
2;326;"Live Free or Die";"Now that Gus is dead, Walt, Jesse, and Mike work to cover their tracks. Skyler panics when Ted Beneke wakes up."
2;327;"Madrigal";"Walt and Jesse seek out an unlikely partner for a new business venture. The DEA follows up new leads in its investigation."
2;328;"Hazard Pay";"The guys put a business plan into action; Walt confesses to Marie."
2;329;"Fifty-One";"It's Walt's 51st birthday. His return to the drug business causes Skyler to go into depression."
2;330;"Dead Freight";"Walter White's domestic life continues to deteriorate; at the same time, his growing business venture aims to steal a train car chock full of methylamine."
2;331;"Buyout";"In the aftermath of the train heist, Jesse and Mike decide to quit the business, leaving Walt to handle things on his own. Mike is being followed by the DEA."
2;332;"Say My Name";"Mike and Jesse are out. Now Walt has to handle things on his own. Hank finally finds a rat in Mike's gang."
2;333;"Gliding Over All";"Walt expands his business overseas, and the money is pouring in."
2;334;"Blood Money";"Walt is out of the meth business and trying to move on with his life. Jesse tries to get rid of his money. Hank now knows that Walt is the famous Heisenberg."
2;335;"Buried";"Hank is determined to bring down Walt. Walt scrambles to hide evidence before Hank gets to it, and Skyler tries to stop Hank and Marie from taking away the kids."
2;336;"Confessions";"Walt makes his next move against Hank, putting Hank in a tough position. Hank confronts Jesse and attempts to turn him against Walt, and Jesse decides it's time to move on. Meanwhile, Todd has taken over the business."
2;337;"Rabid Dog";"Walt discovers Jesse broke into his house and attempted to burn it down. Walt wants to protect his family so he moves them into a hotel for a few nights. Jesse makes plans to take down Walt."
2;338;"To'hajiilee";"Jesse and Hank come up with an idea to take Walt down. Walt hires Todd's uncle to kill Jesse."
2;339;"Ozymandias";"Walt goes on the run. Jesse is taken hostage. Marie convinces Skyler to tell Walter, Jr. the truth."
2;340;"Granite State";"Walt struggles as he adapts to aspects of his new identity. Jesse plans an escape against Jack and his crew."
2;341;"Felina";"Walter White makes one last attempt to secure his family's future, while also visiting some old enemies, during his final return to Albuquerque."
3;342;"Pilot";"TBD"
3;343;"The Boy in the Iceberg";"TBD"
3;344;"The Avatar Returns";"TBD"
3;345;"The Southern Air Temple";"TBD"
3;346;"The Warriors of Kyoshi";"TBD"
3;347;"The King of Omashu";"TBD"
3;348;"Imprisoned";"TBD"
3;349;"The Spirit World (Winter Solstice, Part 1)";"TBD"
3;350;"Avatar Roku (Winter Solstice, Part 2)";"TBD"
3;351;"The Waterbending Scroll";"TBD"
3;352;"Jet";"TBD"
3;353;"The Great Divide";"TBD"
3;354;"The Storm";"TBD"
3;355;"The Blue Spirit";"TBD"
3;356;"The Fortuneteller";"TBD"
3;357;"Bato of the Water Tribe";"TBD"
3;358;"The Deserter";"TBD"
3;359;"The Northern Air Temple";"TBD"
3;360;"The Waterbending Master";"TBD"
3;361;"The Siege of the North, Part 1";"TBD"
3;362;"The Siege of the North, Part 2";"TBD"
3;363;"The Avatar State";"TBD"
3;364;"The Cave of Two Lovers";"TBD"
3;365;"Return to Omashu";"TBD"
3;366;"The Swamp";"TBD"
3;367;"Avatar Day";"TBD"
3;368;"The Blind Bandit";"TBD"
3;369;"Zuko Alone";"TBD"
3;370;"The Chase";"TBD"
3;371;"Bitter Work";"TBD"
3;372;"The Library";"TBD"
3;373;"The Desert";"TBD"
3;374;"The Serpent's Pass";"TBD"
3;375;"The Drill";"TBD"
3;376;"City of Walls and Secrets";"TBD"
3;377;"The Tales of Ba Sing Se";"TBD"
3;378;"Appa's Lost Days";"TBD"
3;379;"Lake Laogai";"TBD"
3;380;"The Earth King";"TBD"
3;381;"The Guru";"TBD"
3;382;"The Crossroads of Destiny";"TBD"
3;383;"The Awakening";"TBD"
3;384;"The Headband";"TBD"
3;385;"The Painted Lady";"TBD"
3;386;"Sokka's Master";"TBD"
3;387;"The Beach";"TBD"
3;388;"The Avatar and the Firelord";"TBD"
3;389;"The Runaway";"TBD"
3;390;"The Puppetmaster";"TBD"
3;391;"Nightmares and Daydreams";"TBD"
3;392;"The Day of Black Sun, Part 1: The Invasion";"TBD"
3;393;"The Day of Black Sun, Part 2: The Eclipse";"TBD"
3;394;"The Western Air Temple";"TBD"
3;395;"The Firebending Masters";"TBD"
3;396;"The Boiling Rock, Part 1";"TBD"
3;397;"The Boiling Rock, Part 2";"TBD"
3;398;"The Southern Raiders";"TBD"
3;399;"The Ember Island Players";"TBD"
3;400;"Sozin's Comet, Part 1: The Phoenix King";"TBD"
3;401;"Sozin's Comet, Part 2: The Old Masters";"TBD"
3;402;"Sozin's Comet, Part 3: Into the Inferno";"TBD"
3;403;"Sozin's Comet, Part 4: Avatar Aang";"TBD"
4;404;"Pilot";"TBD"
4;405;"Lawnmower Dog";"TBD"
4;406;"Anatomy Park";"TBD"
4;407;"M. Night Shaym-Aliens!";"TBD"
4;408;"Meeseeks and Destroy";"TBD"
4;409;"Rick Potion #9";"TBD"
4;410;"Raising Gazorpazorp";"TBD"
4;411;"Rixty Minutes";"TBD"
4;412;"Something Ricked This Way Comes";"TBD"
4;413;"Close Rick-Counters of the Rick Kind";"TBD"
4;414;"Ricksy Business";"TBD"
4;415;"A Rickle in Time";"TBD"
4;416;"Mortynight Run";"TBD"
4;417;"Auto Erotic Assimilation";"TBD"
4;418;"Total Rickall";"TBD"
4;419;"Get Schwifty";"TBD"
4;420;"The Ricks Must Be Crazy";"TBD"
4;421;"Big Trouble in Little Sanchez";"TBD"
4;422;"Interdimensional Cable 2: Tempting Fate";"TBD"
4;423;"Look Who's Purging Now";"TBD"
4;424;"The Wedding Squanchers";"TBD"
4;425;"The Rickshank Rickdemption";"TBD"
4;426;"Rickmancing the Stone";"TBD"
4;427;"Pickle Rick (24 min)";"TBD"
4;428;"Vindicators 3: The Return of Worldender";"TBD"
4;429;"The Whirly Dirly Conspiracy";"TBD"
4;430;"Rest and Ricklaxation";"TBD"
4;431;"The Ricklantis Mixup";"TBD"
4;432;"Morty's Mind Blowers";"TBD"
4;433;"The ABC's of Beth";"TBD"
4;434;"The Rickchurian Mortydate";"TBD"
4;435;"Edge of Tomorty: Rick, Die, Rickpeat";"TBD"
4;436;"The Old Man and the Seat";"TBD"
4;437;"One Crew Over the Crewcoo's Morty";"TBD"
4;438;"Claw and Hoarder: Special Ricktim's Morty";"TBD"
4;439;"Rattlestar Ricklactica";"TBD"
4;440;"Never Ricking Morty";"TBD"
4;441;"Promortyus";"TBD"
4;442;"The Vat of Acid Episode";"TBD"
4;443;"Childrick of Mort";"TBD"
4;444;"Star Mort Rickturn of the Jerri";"TBD"
4;445;"Mort Dinner Rick Andre";"TBD"
4;446;"Mortyplicity";"TBD"
4;447;"A Rickconvenient Mort";"TBD"
4;448;"Rickdependence Spray";"TBD"
4;449;"Amortycan Grickfitti";"TBD"
4;450;"Rick &amp; Morty's Thanksploitation Spectacular";"TBD"
4;451;"Gotron Jerrysis Rickvangelion";"TBD"
4;452;"Rickternal Friendshine of the Spotless Mort";"TBD"
4;453;"Forgetting Sarick Mortshall";"TBD"
4;454;"Rickmurai Jack";"TBD"
5;455;"Pilot";"Jay must adapt to his young new wife, Gloria and her son. Meanwhile, Claire deals with her own family. Mitchell and Cam decide to adopt a baby."
5;456;"The Bicycle Thief";"After buying a new bike for his son, Phil ends up lying when it gets stolen. Jay tries bonding with Manny. Cam and Mitchell begin daycare classes for Lily."
5;457;"Come Fly with Me";"Jay takes Phil on a model-airplane excursion with disastrous results. While Manny is at their house, Claire must get used to the fact they are actually siblings."
5;458;"The Incident";"Jay's ex-wife shows up for the first time following a nasty incident at Gloria and Jay's wedding."
